field_147387_a,server,2,
field_147393_d,networkManager,2,
field_147394_b,mc,2,
field_147395_c,previousGuiScreen,2,
field_147396_a,LOGGER,2,
field_147403_d,successful,2,
field_147411_m,serverIcon,2,
field_147412_i,playerList,2,
field_147415_a,LOGGER,2,
field_147436_a,LOGGER,2,
field_147481_N,processingLoadedTiles,2,"True while the World is ticking , to prevent CME's if any of those ticks create more tile entities."
field_147482_g,loadedTileEntityList,2,A list of the loaded tile entities in the world
field_147483_b,tileEntitiesToBeRemoved,2,Tile Entity removals that were deferred because the World was still iterating existing Tile Entities; will be removed from the world at the end of the tick.
field_147484_a,addedTileEntityList,2,Tile Entity additions that were deferred because the World was still iterating existing Tile Entities; will be added to the world at the end of the tick.
field_147490_S,blockEventQueue,2,
field_147491_a,LOGGER,2,
field_147509_j,isChristmas,2,
field_147514_c,model,2,The ModelSign instance for use in this renderer
field_147523_b,TEXTURE_BEACON_BEAM,2,
field_147526_d,END_PORTAL_TEXTURE,2,
field_147527_e,RANDOM,2,
field_147529_c,END_SKY_TEXTURE,2,
field_147540_b,TEXTURE_BOOK,2,The texture for the book above the enchantment table.
field_147541_c,modelBook,2,
field_147550_f,world,2,
field_147553_e,textureManager,2,
field_147556_a,instance,2,
field_147557_n,fontRenderer,2,
field_147559_m,renderers,2,
field_147593_P,mapSoundPositions,2,"Currently playing sounds. Type: HashMap<ChunkCoordinates, ISound>"
field_147595_R,displayListEntitiesDirty,2,
field_147596_f,prevRenderSortX,2,
field_147597_g,prevRenderSortY,2,
field_147599_m,LOGGER,2,
field_147602_h,prevRenderSortZ,2,
field_147616_f,framebufferObject,2,
field_147617_g,framebufferTexture,2,
field_147618_d,framebufferHeight,2,
field_147619_e,useDepth,2,
field_147620_b,framebufferTextureHeight,2,
field_147621_c,framebufferWidth,2,
field_147622_a,framebufferTextureWidth,2,
field_147623_j,framebufferFilter,2,
field_147624_h,depthBuffer,2,
field_147625_i,framebufferColor,2,
field_147635_d,LOGGER,2,
field_147638_c,LOGGER,2,
field_147639_c,LOGGER,2,
field_147644_c,LOGGER,2,
field_147646_a,LOGGER,2,
field_147648_b,LOGGER,2,
field_147658_f,z,2,
field_147659_g,repeat,2,
field_147660_d,x,2,
field_147661_e,y,2,
field_147662_b,volume,2,
field_147663_c,pitch,2,
field_147664_a,positionedSoundLocation,2,
field_147665_h,repeatDelay,2,The number of ticks between repeating the sound
field_147666_i,attenuationType,2,
field_147668_j,donePlaying,2,
field_147669_l,distance,2,
field_147670_k,minecart,2,
field_147671_l,minecart,2,
field_147672_k,player,2,
field_147676_d,timeUntilNextMusic,2,
field_147677_b,client,2,
field_147678_c,currentMusic,2,
field_147679_a,random,2,
field_147694_f,sndManager,2,
field_147696_d,TYPE,2,
field_147697_e,soundRegistry,2,
field_147698_b,LOGGER,2,
field_147699_c,GSON,2,
field_147700_a,MISSING_SOUND,2,
field_147707_d,shaderGroup,2,
field_147708_e,SHADER_COUNT,2,
field_147709_v,mapItemRenderer,2,
field_147710_q,LOGGER,2,
field_147711_ac,resourceManager,2,
field_147712_ad,SHADERS_TEXTURES,2,
field_147713_ae,shaderIndex,2,
field_147716_d,enderChest,2,
field_147717_b,chestBasic,2,
field_147718_c,chestTrap,2,
field_147719_a,instance,2,
field_147917_g,mc,2,
field_147923_a,LOGGER,2,
field_147941_i,pointedEntity,2,
field_147971_a,mipmapLevelStitcher,2,
field_148029_f,listFramebuffers,2,
field_148030_g,projectionMatrix,2,
field_148031_d,listShaders,2,
field_148032_e,mapFramebuffers,2,
field_148033_b,resourceManager,2,
field_148034_c,shaderGroupName,2,
field_148035_a,mainFramebuffer,2,
field_148036_j,time,2,
field_148037_k,lastStamp,2,
field_148038_h,mainFramebufferWidth,2,
field_148039_i,mainFramebufferHeight,2,
field_148046_f,listAuxWidths,2,
field_148047_g,listAuxHeights,2,
field_148048_d,listAuxFramebuffers,2,
field_148049_e,listAuxNames,2,
field_148050_b,framebufferOut,2,
field_148051_c,manager,2,
field_148052_a,framebufferIn,2,
field_148053_h,projectionMatrix,2,
field_148058_d,shaderAttachCount,2,
field_148059_b,shaderFilename,2,
field_148060_c,shader,2,
field_148061_a,shaderType,2,
field_148067_f,loadedShaders,2,
field_148069_d,shaderExtension,2,
field_148070_e,shaderMode,2,
field_148072_c,shaderName,2,
field_148080_a,LOGGER,2,
field_148098_f,uniformFloatBuffer,2,
field_148099_g,shaderName,2,
field_148100_d,uniformType,2,
field_148101_e,uniformIntBuffer,2,
field_148102_b,uniformLocation,2,
field_148103_c,uniformCount,2,
field_148104_a,LOGGER,2,
field_148105_h,dirty,2,
field_148106_i,shaderManager,2,
field_148112_f,blendFunction,2,
field_148113_g,separateBlend,2,
field_148114_d,destColorFactor,2,
field_148115_e,destAlphaFactor,2,
field_148116_b,srcColorFactor,2,
field_148117_c,srcAlphaFactor,2,
field_148118_a,lastApplied,2,
field_148119_h,opaque,2,
field_148188_n,maxListLabelWidth,2,
field_148191_k,controlsScreen,2,
field_148196_n,lanScanEntry,2,
field_148198_l,serverListInternet,2,
field_148199_m,serverListLan,2,
field_148200_k,owner,2,
field_148205_k,mc,2,
field_148232_b,name,2,
field_148233_c,generatorInfo,2,
field_148234_a,icon,2,
field_148242_b,mapData,2,
field_148243_c,mapTexture,2,
field_148251_b,textureManager,2,
field_148252_c,loadedMaps,2,
field_148253_a,TEXTURE_MAP_ICONS,2,
field_148257_b,playerID,2,
field_148258_c,token,2,
field_148261_a,LOGGER,2,
field_148280_d,btnChangeKeyBinding,2,
field_148281_e,btnReset,2,
field_148282_b,keybinding,2,The keybinding specified for this KeyEntry
field_148283_c,keyDesc,2,The localized key description for this KeyEntry
field_148285_b,labelText,2,
field_148286_c,labelWidth,2,
field_148288_a,mc,2,
field_148290_d,lastClickTime,2,
field_148291_b,serverData,2,
field_148292_c,screen,2,
field_148293_a,mc,2,
field_148298_f,lastClickTime,2,
field_148299_g,lastIconB64,2,
field_148300_d,mc,2,
field_148301_e,server,2,
field_148303_c,owner,2,
field_148305_h,icon,2,
field_148306_i,serverIcon,2,
field_148326_f,LOGGER,2,
field_148330_a,itemList,2,the list of items in this container
field_148332_b,slot,2,
field_148336_b,rand,2,
field_148337_c,namePartsArray,2,
field_148338_a,INSTANCE,2,
field_148546_d,LOGGER,2,
field_148547_k,playerStatFiles,2,
field_148550_b,LOGGER,2,
field_148551_a,ATOMIC_COUNTER,2,
field_148575_b,replaceExisting,2,if true it will override all the sounds from the resourcepacks loaded before
field_148617_f,loaded,2,Set to true when the SoundManager has been initialised.
field_148618_g,ticks,2,A counter for how long the sound manager has been running
field_148619_d,options,2,Reference to the GameSettings object.
field_148621_b,LOGGER,2,
field_148622_c,sndHandler,2,A reference to the sound handler.
field_148623_a,LOG_MARKER,2,The marker used for logging
field_148624_n,playingSoundsStopTime,2,"The future time in which to stop this sound. Type: HashMap<String, Integer>"
field_148625_l,tickableSounds,2,"A subset of playingSounds, this contains only ITickableSounds"
field_148626_m,delayedSounds,2,"Contains sounds to play in n ticks. Type: HashMap<ISound, Integer>"
field_148643_j,maxDelay,2,
field_148645_h,sound,2,
field_148646_i,minDelay,2,
field_148657_b,LOGGER,2,
field_148658_a,UNIQUE_THREAD_ID,2,
field_148734_b,rnd,2,
field_148743_a,LOGGER0,2,
field_148748_b,objectList,2,
field_148749_a,identityMap,2,
field_148759_a,underlyingIntegerMap,2,The backing store that maps Integers to objects.
field_148760_d,defaultValueKey,2,The key of the default value.
field_148761_e,defaultValue,2,"The default value for this registry, retrurned in the place of a null value."
field_148849_e,progress,2,
field_148852_a,breakerId,2,
field_148859_d,tileEntityType,2,Used only for vanilla tile entities
field_148860_e,nbt,2,
field_148871_f,block,2,
field_148872_d,instrument,2,
field_148873_e,pitch,2,
field_148892_b,actionNumber,2,
field_148893_c,accepted,2,
field_148894_a,windowId,2,
field_148896_a,windowId,2,
field_148913_b,itemStacks,2,
field_148914_a,windowId,2,
field_148919_a,chatComponent,2,
field_148925_b,chunkPos,2,
field_148936_d,yaw,2,
field_148937_e,pitch,2,
field_148938_b,y,2,
field_148939_c,z,2,
field_148940_a,x,2,
field_148951_f,yaw,2,
field_148952_g,pitch,2,
field_148953_d,y,2,
field_148954_e,z,2,
field_148956_c,x,2,
field_148957_a,entityId,2,
field_148968_f,title,2,
field_148973_a,entityID,2,
field_148976_a,statisticMap,2,
field_148980_b,type,2,
field_148981_a,entityId,2,
field_148988_d,posZ,2,
field_148989_e,xpValue,2,
field_148990_b,posX,2,
field_148991_c,posY,2,
field_148992_a,entityID,2,
field_149012_f,speedY,2,
field_149013_g,speedZ,2,
field_149014_d,z,2,
field_149015_e,speedX,2,
field_149016_b,x,2,
field_149017_c,y,2,
field_149018_a,entityId,2,
field_149019_j,type,2,
field_149020_k,data,2,
field_149021_h,pitch,2,
field_149022_i,yaw,2,
field_149036_f,velocityX,2,
field_149037_g,velocityY,2,
field_149038_d,y,2,
field_149039_e,z,2,
field_149040_b,type,2,
field_149041_c,x,2,
field_149042_a,entityId,2,
field_149045_j,pitch,2,
field_149046_k,headPitch,2,
field_149047_h,velocityZ,2,
field_149048_i,yaw,2,
field_149055_d,z,2,
field_149056_e,type,2,
field_149057_b,x,2,
field_149058_c,y,2,
field_149059_a,entityId,2,
field_149068_f,pitch,2,
field_149069_g,rotating,2,
field_149070_d,posZ,2,
field_149071_e,yaw,2,
field_149072_b,posX,2,
field_149073_c,posY,2,
field_149074_a,entityId,2,
field_149078_b,effectId,2,
field_149079_a,entityId,2,
field_149085_d,worldType,2,
field_149087_c,gameType,2,
field_149088_a,dimensionID,2,
field_149100_a,entityIDs,2,
field_149114_f,walkSpeed,2,
field_149115_d,creativeMode,2,
field_149116_e,flySpeed,2,
field_149117_b,flying,2,
field_149118_c,allowFlying,2,
field_149119_a,invulnerable,2,
field_149136_a,id,2,
field_149140_b,state,2,
field_149141_c,value,2,
field_149142_a,MESSAGE_NAMES,2,
field_149152_f,motionX,2,
field_149153_g,motionY,2,
field_149154_d,strength,2,
field_149155_e,affectedBlockPositions,2,
field_149156_b,posY,2,
field_149157_c,posZ,2,
field_149158_a,posX,2,
field_149159_h,motionZ,2,
field_149163_b,logicOpcode,2,
field_149164_a,entityId,2,
field_149167_a,reason,2,
field_149171_b,data,2,
field_149172_a,channel,2,
field_149177_b,slot,2,
field_149178_c,item,2,
field_149179_a,windowId,2,
field_149184_b,property,2,
field_149185_c,value,2,
field_149186_a,windowId,2,
field_149191_a,mapId,2,
field_149200_f,maxPlayers,2,
field_149201_g,worldType,2,
field_149202_d,dimension,2,
field_149204_b,hardcoreMode,2,
field_149205_c,gameType,2,
field_149206_a,playerId,2,
field_149214_f,soundPitch,2,
field_149215_d,posZ,2,
field_149216_e,soundVolume,2,
field_149217_b,posX,2,
field_149218_c,posY,2,
field_149219_a,soundName,2,
field_149230_f,yOffset,2,
field_149231_g,zOffset,2,
field_149232_d,zCoord,2,
field_149233_e,xOffset,2,
field_149234_b,xCoord,2,
field_149235_c,yCoord,2,
field_149237_h,particleSpeed,2,
field_149238_i,particleCount,2,
field_149246_f,serverWide,2,If true the sound is played across the server
field_149249_b,soundData,2,can be a block/item id or other depending on the soundtype
field_149251_a,soundType,2,
field_149279_g,fullChunk,2,
field_149282_b,chunkZ,2,
field_149284_a,chunkX,2,
field_149290_a,clientTime,2,
field_149293_a,clientTime,2,
field_149296_b,response,2,
field_149297_a,GSON,2,
field_149301_b,verifyTokenEncrypted,2,
field_149302_a,secretKeyEncrypted,2,
field_149305_a,profile,2,
field_149314_f,action,2,
field_149315_g,friendlyFlags,2,
field_149317_e,players,2,
field_149318_b,displayName,2,
field_149320_a,name,2,
field_149326_d,action,2,
field_149327_b,objective,2,
field_149328_c,value,2,
field_149329_a,name,2,
field_149334_b,foodLevel,2,
field_149335_c,saturationLevel,2,
field_149336_a,health,2,
field_149341_b,displayName,2,
field_149342_c,action,2,
field_149343_a,objectiveName,2,
field_149356_b,entityId,2,
field_149357_a,collectedItemEntityId,2,
field_149368_b,worldTime,2,
field_149369_a,totalWorldTime,2,
field_149373_b,scoreName,2,
field_149374_a,position,2,
field_149378_b,dataManagerEntries,2,
field_149379_a,entityId,2,
field_149383_b,yaw,2,
field_149384_a,entityId,2,
field_149387_a,heldItemHotbarIndex,2,
field_149392_b,equipmentSlot,2,
field_149393_c,itemStack,2,
field_149394_a,entityID,2,
field_149399_b,totalExperience,2,
field_149400_c,level,2,
field_149401_a,experienceBar,2,
field_149406_b,entityId,2,
field_149407_c,vehicleEntityId,2,"The entity that is holding the leash, or -1 to clear the holder."
field_149414_d,motionZ,2,
field_149415_b,motionX,2,
field_149416_c,motionY,2,
field_149417_a,entityID,2,
field_149431_d,duration,2,
field_149432_b,effectId,2,
field_149433_c,amplifier,2,
field_149434_a,entityId,2,
field_149437_a,status,2,
field_149440_a,message,2,
field_149444_b,snapshots,2,
field_149445_a,entityId,2,
field_149453_f,pitch,2,
field_149454_d,posZ,2,
field_149455_e,yaw,2,
field_149456_b,posX,2,
field_149457_c,posY,2,
field_149458_a,entityId,2,
field_149461_a,key,2,
field_149473_f,pitch,2,
field_149474_g,onGround,2,
field_149476_e,yaw,2,
field_149477_b,y,2,
field_149478_c,z,2,
field_149479_a,x,2,
field_149480_h,moving,2,
field_149481_i,rotating,2,
field_149495_f,walkSpeed,2,
field_149496_d,creativeMode,2,
field_149497_e,flySpeed,2,
field_149498_b,flying,2,
field_149499_c,allowFlying,2,
field_149500_a,invulnerable,2,
field_149508_e,action,2,"Status of the digging (started, ongoing, broken)."
field_149515_b,action,2,
field_149516_c,auxData,2,
field_149517_a,entityID,2,
field_149526_d,enableColors,2,
field_149528_b,view,2,
field_149529_c,chatVisibility,2,
field_149530_a,lang,2,
field_149534_b,uid,2,
field_149535_c,accepted,2,
field_149536_a,windowId,2,
field_149540_b,button,2,
field_149541_a,windowId,2,
field_149549_f,mode,2,Inventory operation mode
field_149550_d,actionNumber,2,"A unique number for the action, used for transaction handling"
field_149551_e,clickedItem,2,The item stack present in the slot
field_149552_b,slotId,2,Id of the clicked slot
field_149553_c,packedClickData,2,Button used
field_149554_a,windowId,2,The id of the window which was clicked. 0 for player inventory.
field_149556_a,windowId,2,
field_149561_c,data,2,
field_149562_a,channel,2,
field_149566_b,action,2,
field_149567_a,entityId,2,
field_149590_d,lines,2,
field_149597_d,requestedState,2,
field_149598_b,ip,2,
field_149599_c,port,2,
field_149600_a,protocolVersion,2,
field_149602_a,profile,2,
field_149605_a,reason,2,
field_149610_b,publicKey,2,
field_149611_c,verifyToken,2,
field_149612_a,hashedServerId,2,
field_149615_a,slotId,2,
field_149623_c,jumping,2,
field_149624_a,strafeSpeed,2,"Positive for left strafe, negative for right"
field_149628_b,stack,2,
field_149629_a,slotId,2,
field_149762_H,soundType,2,
field_149764_J,material,2,
field_149765_K,slipperiness,2,Determines how much velocity is maintained while moving on top of this block
field_149770_b,translationKey,2,
field_149781_w,blockResistance,2,Indicates how much this block can resist explosions
field_149782_v,blockHardness,2,Indicates how many hits it takes to break a block.
field_149784_t,lightValue,2,Amount of light emitted
field_149789_z,ticksRandomly,2,Flags whether or not this block is of a type that needs random ticking. Ref-counted by ExtendedBlockStorage in order to broadly cull a chunk from the random chunk update list for efficiency's sake.
field_149848_b,flammabilities,2,
field_149849_a,encouragements,2,
field_149877_a,crop,2,
field_149943_a,DISPENSE_BEHAVIOR_REGISTRY,2,Registry for all dispense behaviors.
field_149947_P,DISPENSE_BEHAVIOR,2,
field_150047_a,wooden,2,
field_150068_a,maxWeight,2,
field_150069_a,sensitivity,2,
field_150082_a,isSticky,2,This piston is the sticky one?
field_150149_b,modelBlock,2,
field_150151_M,modelState,2,
field_150179_b,blocksNeedingUpdate,2,List of blocks to update with redstone.
field_150181_a,canProvidePower,2,
field_150243_f,strikethrough,2,
field_150244_g,obfuscated,2,
field_150245_d,italic,2,
field_150246_e,underlined,2,
field_150247_b,color,2,
field_150248_c,bold,2,
field_150249_a,parentStyle,2,The parent of this ChatStyle. Used for looking up values that this instance does not override.
field_150250_j,ROOT,2,The base of the ChatStyle hierarchy. All ChatStyle instances are implicitly children of this.
field_150251_h,clickEvent,2,
field_150252_i,hoverEvent,2,
field_150263_b,style,2,
field_150264_a,siblings,2,"The later siblings of this component. If this component turns the text bold, that will apply to all the siblings until a later sibling turns the text something else."
field_150267_b,text,2,
field_150274_f,syncLock,2,
field_150275_g,lastTranslationUpdateTimeInMilliseconds,2,
field_150276_d,key,2,
field_150277_e,formatArgs,2,
field_150278_b,children,2,"The discrete elements that make up this component. For example, this would be [""Prefix, "", ""FirstArg"", ""SecondArg"", "" again "", ""SecondArg"", "" and "", ""FirstArg"", "" lastly "", ""ThirdArg"", "" and also "", ""FirstArg"", "" again!""] for ""translation.test.complex"" (see en_us.json)"
field_150279_c,STRING_VARIABLE_PATTERN,2,
field_150319_E,DETECTOR_RAIL,2,
field_150320_F,STICKY_PISTON,2,
field_150322_A,SANDSTONE,2,
field_150331_J,PISTON,2,
field_150332_K,PISTON_HEAD,2,
field_150333_U,STONE_SLAB,2,
field_150335_W,TNT,2,
field_150337_Q,RED_MUSHROOM,2,
field_150338_P,BROWN_MUSHROOM,2,
field_150339_S,IRON_BLOCK,2,
field_150340_R,GOLD_BLOCK,2,
field_150341_Y,MOSSY_COBBLESTONE,2,
field_150342_X,BOOKSHELF,2,
field_150343_Z,OBSIDIAN,2,
field_150346_d,DIRT,2,
field_150347_e,COBBLESTONE,2,
field_150348_b,STONE,2,
field_150349_c,GRASS,2,
field_150350_a,AIR,2,
field_150351_n,GRAVEL,2,
field_150352_o,GOLD_ORE,2,
field_150353_l,LAVA,2,
field_150354_m,SAND,2,
field_150355_j,WATER,2,
field_150357_h,BEDROCK,2,
field_150359_w,GLASS,2,
field_150360_v,SPONGE,2,
field_150365_q,COAL_ORE,2,
field_150366_p,IRON_ORE,2,
field_150367_z,DISPENSER,2,
field_150368_y,LAPIS_BLOCK,2,
field_150369_x,LAPIS_ORE,2,
field_150370_cb,QUARTZ_STAIRS,2,
field_150371_ca,QUARTZ_BLOCK,2,
field_150372_bz,SANDSTONE_STAIRS,2,
field_150375_by,COCOA,2,
field_150377_bs,END_STONE,2,
field_150378_br,END_PORTAL_FRAME,2,
field_150379_bu,REDSTONE_LAMP,2,
field_150380_bt,DRAGON_EGG,2,
field_150381_bn,ENCHANTING_TABLE,2,
field_150382_bo,BREWING_STAND,2,
field_150383_bp,CAULDRON,2,
field_150384_bq,END_PORTAL,2,
field_150386_bk,NETHER_BRICK_FENCE,2,
field_150387_bl,NETHER_BRICK_STAIRS,2,
field_150388_bm,NETHER_WART,2,
field_150389_bf,BRICK_STAIRS,2,
field_150390_bg,STONE_BRICK_STAIRS,2,
field_150391_bh,MYCELIUM,2,
field_150393_bb,PUMPKIN_STEM,2,
field_150394_bc,MELON_STEM,2,
field_150395_bd,VINE,2,
field_150400_ck,ACACIA_STAIRS,2,
field_150401_cl,DARK_OAK_STAIRS,2,
field_150402_ci,COAL_BLOCK,2,
field_150403_cj,PACKED_ICE,2,
field_150405_ch,TERRACOTTA,2,
field_150407_cf,HAY_BLOCK,2,
field_150408_cc,ACTIVATOR_RAIL,2,
field_150409_cd,DROPPER,2,
field_150410_aZ,GLASS_PANE,2,
field_150411_aY,IRON_BARS,2,
field_150412_bA,EMERALD_ORE,2,
field_150414_aQ,CAKE,2,
field_150419_aX,RED_MUSHROOM_BLOCK,2,
field_150420_aW,BROWN_MUSHROOM_BLOCK,2,
field_150421_aI,JUKEBOX,2,
field_150423_aK,PUMPKIN,2,
field_150424_aL,NETHERRACK,2,
field_150425_aM,SOUL_SAND,2,
field_150426_aN,GLOWSTONE,2,
field_150427_aO,NETHER_PORTAL,2,
field_150429_aA,REDSTONE_TORCH,2,
field_150430_aB,STONE_BUTTON,2,
field_150432_aD,ICE,2,
field_150433_aE,SNOW,2,
field_150434_aF,CACTUS,2,
field_150435_aG,CLAY,2,
field_150438_bZ,HOPPER,2,
field_150440_ba,MELON,2,
field_150442_at,LEVER,2,
field_150443_bT,HEAVY_WEIGHTED_PRESSURE_PLATE,2,
field_150445_bS,LIGHT_WEIGHTED_PRESSURE_PLATE,2,
field_150447_bR,TRAPPED_CHEST,2,
field_150448_aq,RAIL,2,
field_150450_ax,REDSTONE_ORE,2,
field_150451_bX,REDSTONE_BLOCK,2,
field_150453_bW,DAYLIGHT_DETECTOR,2,
field_150454_av,IRON_DOOR,2,
field_150456_au,STONE_PRESSURE_PLATE,2,
field_150457_bL,FLOWER_POT,2,
field_150458_ak,FARMLAND,2,
field_150459_bM,CARROTS,2,
field_150460_al,FURNACE,2,
field_150461_bJ,BEACON,2,
field_150462_ai,CRAFTING_TABLE,2,
field_150463_bK,COBBLESTONE_WALL,2,
field_150464_aj,WHEAT,2,
field_150467_bQ,ANVIL,2,
field_150468_ap,LADDER,2,
field_150469_bN,POTATOES,2,
field_150473_bD,TRIPWIRE,2,
field_150474_ac,SPAWNER,2,
field_150475_bE,EMERALD_BLOCK,2,
field_150476_ad,OAK_STAIRS,2,
field_150477_bB,ENDER_CHEST,2,
field_150478_aa,TORCH,2,
field_150479_bC,TRIPWIRE_HOOK,2,
field_150480_ab,FIRE,2,
field_150481_bH,JUNGLE_STAIRS,2,
field_150482_ag,DIAMOND_ORE,2,
field_150483_bI,COMMAND_BLOCK,2,
field_150484_ah,DIAMOND_BLOCK,2,
field_150485_bF,SPRUCE_STAIRS,2,
field_150486_ae,CHEST,2,
field_150487_bG,BIRCH_STAIRS,2,
field_150488_af,REDSTONE_WIRE,2,
field_150505_b,inputBuffer,2,
field_150506_c,outputBuffer,2,
field_150507_a,cipher,2,
field_150509_a,decryptionCodec,2,
field_150511_e,lastUpdateTimeInMilliseconds,2,"The time, in milliseconds since epoch, that this instance was last updated"
field_150555_a,block,2,
field_150574_L,JUNGLE_EDGE,2,
field_150575_M,DEEP_OCEAN,2,
field_150576_N,STONE_SHORE,2,
field_150577_O,SNOWY_BEACH,2,
field_150578_U,GIANT_TREE_TAIGA,2,
field_150579_T,SNOWY_TAIGA_HILLS,2,
field_150580_W,WOODED_MOUNTAINS,2,
field_150581_V,GIANT_TREE_TAIGA_HILLS,2,
field_150582_Q,BIRCH_FOREST_HILLS,2,
field_150583_P,BIRCH_FOREST,2,
field_150584_S,SNOWY_TAIGA,2,
field_150585_R,DARK_FOREST,2,
field_150586_aC,LOGGER,2,
field_150587_Y,SAVANNA_PLATEAU,2,
field_150588_X,SAVANNA,2,
field_150589_Z,BADLANDS,2,
field_150590_f,TAIGA_MOUNTAINS,2,
field_150599_m,SWAMP_HILLS,2,
field_150605_ac,TEMPERATURE_NOISE,2,
field_150607_aa,WOODED_BADLANDS_PLATEAU,2,
field_150608_ab,BADLANDS_PLATEAU,2,
field_150670_b,value,2,
field_150671_a,action,2,
field_150676_f,allowedInChat,2,
field_150677_g,canonicalName,2,The canonical name used to refer to this action.
field_150679_e,NAME_MAPPING,2,
field_150688_f,canonicalName,2,
field_150690_d,NAME_MAPPING,2,
field_150691_e,allowedInChat,2,
field_150700_a,GSON,2,
field_150703_b,value,2,
field_150704_a,action,2,
field_150735_g,LOGGER,2,
field_150738_b,NETWORK_PACKETS_MARKER,2,
field_150739_c,PROTOCOL_ATTRIBUTE_KEY,2,
field_150740_a,NETWORK_MARKER,2,
field_150742_o,terminationReason,2,A String indicating why the network has shutdown.
field_150743_l,socketAddress,2,The address of the remote party
field_150744_m,packetListener,2,The INetHandler instance responsible for processing received packets
field_150745_j,outboundPacketsQueue,2,The queue for packets that require transmission
field_150746_k,channel,2,The active channel
field_150750_a,encryptionCodec,2,
field_150761_f,STATES_BY_CLASS,2,
field_150762_g,id,2,
field_150764_e,STATES_BY_ID,2,
field_150774_a,packet,2,
field_150794_a,buf,2,
field_150797_b,RECEIVED_PACKET_MARKER,2,
field_150798_a,LOGGER,2,
field_150799_b,RECEIVED_PACKET_MARKER,2,
field_150800_a,LOGGER,2,
field_150816_i,tileEntities,2,A Map of ChunkPositions to TileEntities in this chunk
field_150817_t,LOGGER,2,
field_150844_d,time,2,
field_150861_f,bottomLeft,2,
field_150862_g,height,2,
field_150863_d,leftDir,2,
field_150864_e,portalBlockCount,2,
field_150865_b,axis,2,
field_150866_c,rightDir,2,
field_150867_a,world,2,
field_150868_h,width,2,
field_150875_a,statsData,2,
field_150885_f,lastStatRequest,2,
field_150887_d,statsFile,2,
field_150888_e,dirty,2,
field_150889_b,LOGGER,2,
field_150890_c,server,2,
field_150914_c,effectiveBlocks,2,Hardcoded set of blocks this tool can properly dig at full speed. Modders see instead.
field_150915_c,EFFECTIVE_ON,2,
field_150916_c,EFFECTIVE_ON,2,
field_150917_c,EFFECTIVE_ON,2,
field_150917_d_,EFFECTIVE_ON_BLOCKS,2,
field_150928_b,RECORDS,2,
field_150934_a,attackDamage,2,
field_150939_a,block,2,
field_151002_e,item,2,
field_151005_D,GOLDEN_PICKAXE,2,
field_151006_E,GOLDEN_AXE,2,
field_151007_F,STRING,2,
field_151008_G,FEATHER,2,
field_151009_A,MUSHROOM_STEW,2,
field_151010_B,GOLDEN_SWORD,2,
field_151011_C,GOLDEN_SHOVEL,2,
field_151012_L,DIAMOND_HOE,2,
field_151013_M,GOLDEN_HOE,2,
field_151014_N,WHEAT_SEEDS,2,
field_151015_O,WHEAT,2,
field_151016_H,GUNPOWDER,2,
field_151017_I,WOODEN_HOE,2,
field_151018_J,STONE_HOE,2,
field_151019_K,IRON_HOE,2,
field_151020_U,CHAINMAIL_HELMET,2,
field_151021_T,LEATHER_BOOTS,2,
field_151022_W,CHAINMAIL_LEGGINGS,2,
field_151023_V,CHAINMAIL_CHESTPLATE,2,
field_151024_Q,LEATHER_HELMET,2,
field_151025_P,BREAD,2,
field_151026_S,LEATHER_LEGGINGS,2,
field_151027_R,LEATHER_CHESTPLATE,2,
field_151028_Y,IRON_HELMET,2,
field_151029_X,CHAINMAIL_BOOTS,2,
field_151030_Z,IRON_CHESTPLATE,2,
field_151031_f,BOW,2,
field_151032_g,ARROW,2,
field_151033_d,FLINT_AND_STEEL,2,
field_151034_e,APPLE,2,
field_151035_b,IRON_PICKAXE,2,
field_151036_c,IRON_AXE,2,
field_151037_a,IRON_SHOVEL,2,
field_151038_n,WOODEN_SHOVEL,2,
field_151039_o,WOODEN_PICKAXE,2,
field_151040_l,IRON_SWORD,2,
field_151041_m,WOODEN_SWORD,2,
field_151042_j,IRON_INGOT,2,
field_151043_k,GOLD_INGOT,2,
field_151044_h,COAL,2,
field_151045_i,DIAMOND,2,
field_151046_w,DIAMOND_PICKAXE,2,
field_151047_v,DIAMOND_SHOVEL,2,
field_151048_u,DIAMOND_SWORD,2,
field_151049_t,STONE_AXE,2,
field_151050_s,STONE_PICKAXE,2,
field_151051_r,STONE_SHOVEL,2,
field_151052_q,STONE_SWORD,2,
field_151053_p,WOODEN_AXE,2,
field_151054_z,BOWL,2,
field_151055_y,STICK,2,
field_151056_x,DIAMOND_AXE,2,
field_151057_cb,NAME_TAG,2,
field_151058_ca,LEAD,2,
field_151059_bz,FIRE_CHARGE,2,
field_151060_bw,GLISTERING_MELON_SLICE,2,
field_151061_bv,ENDER_EYE,2,
field_151062_by,EXPERIENCE_BOTTLE,2,
field_151064_bs,MAGMA_CREAM,2,
field_151065_br,BLAZE_POWDER,2,
field_151068_bn,POTION,2,
field_151069_bo,GLASS_BOTTLE,2,
field_151070_bp,SPIDER_EYE,2,
field_151071_bq,FERMENTED_SPIDER_EYE,2,
field_151072_bj,BLAZE_ROD,2,
field_151073_bk,GHAST_TEAR,2,
field_151074_bl,GOLD_NUGGET,2,
field_151075_bm,NETHER_WART,2,
field_151076_bf,CHICKEN,2,
field_151077_bg,COOKED_CHICKEN,2,
